,BugID,Description,label,label_name
1210,1413251,Meta-bug: audit necko telemetry and change probes to not expire (and be opt-out) as is useful,1,Medium
1211,1416926,Still getting out-of-date examples after changing live samples,2,High
1212,1418390,Bug counts don't update after job/test auto refresh,1,Medium
1213,1421539,Update test_bug522601.xhtml to support Shadow DOM v1,1,Medium
1214,1422603,[e10s] Bug with window.open() on Firefox 57,0,Low
1215,1425103,[meta] tracking bug for making --geckoProfile awesome for developers locally and on try server,0,Low
1216,1426637,"Action in users/account/email ignores locale set with ""other language"" and force browser language",3,Immediate
1217,1427128,"Assertion failure: ret == len (Computed length should match actual length!), at js/src/vm/GeckoProfiler.cpp:330 with TypedObject",2,High
1218,1428828,[meta] - tracking bug for stockwell work in 2018 Q1,0,Low
1219,1432530,Translation with partial POST and detected spam fails,3,Immediate
1220,1438998,"7,500 instances of ""NS_ENSURE_SUCCESS(rv, rv) failed with result 0x80630001"" emitted from storage/mozStorage(Connection|Service).cpp during linux64 debug testing",3,Immediate
1221,1440376,[meta] Tracking bug for reftest intermittent failures that seem to have been caused by bad RAM,0,Low
1222,1441052,Don't do full grey-node checking in local debug builds,3,Immediate
1223,1441183,Resume lands on the same location,2,High
1224,1445020,Slow shutdown of debug Firefox (~30s) builds after loading http://talend.surge.sh,3,Immediate
1225,1447197,Trying to `start` a service worker seems broken,3,Immediate
1226,1448166,Consolidate function scopes,2,High
1227,1449770,position:sticky inside of position:fixed does't async-scroll in Firefox for Android (and asserts in ActiveScrolledRoot::PickDescendant() in debug build),3,Immediate
1228,1450326,Support automatic unsubscribe actions,1,Medium
1229,1459418,Some SVG percentage animation tests fail with WebRender after bug 1458814.,0,Low
1230,1460746,box-shadow got clipped in Bugzilla component selector,3,Immediate
1231,1462440,Fix functional tests in Jenkins,0,Low
1232,1463108,Instrument inspection of file opening in the Debugger with event telemetry,3,Immediate
1233,1463117,Instrument inspection of pausing behaviour in the Debugger with event telemetry,3,Immediate
1234,1463118,Instrument inspection of pausing in the Debugger with event telemetry,3,Immediate
1235,1463120,Instrument inspection of stepping in the Debugger with event telemetry,3,Immediate
1236,1463122,"Instrument inspection of ""continue"" in the Debugger with event telemetry",3,Immediate
1237,1463123,"Instrument inspection of ""Add Breakpoint"" in the Debugger with event telemetry",0,Low
1238,1463124,"Instrument inspection of ""Remove Breakpoint"" in the Debugger with event telemetry",3,Immediate
1239,1463125,"Instrument inspection of ""Pretty Print"" in the Debugger with event telemetry",3,Immediate
1240,1463126,"Instrument inspection of ""Blackboxing"" of scripts in the Debugger with event telemetry",3,Immediate
1241,1463127,"Instrument inspection of ""Tooltip Previews"" in the Debugger with event telemetry",3,Immediate
1242,1464045,Better fix for bug 1450607,3,Immediate
1243,1466230,MDN color contrast accesibility,2,High
1244,1472801,Fire an intent to enable remote debugging at app start,0,Low
1245,1473473,"Debugger.Object.class returns ""Function"" for ES6 classes",2,High
1246,1482297,Intermittent Linux QR debug service-worker/claim-with-redirect.https.html | Claim works after redirection to another origin - expected TIMEOUT when gecko 63 merges to Beta on 2018-08-27,0,Low
1247,1483347,Fix racy tests that got worse after bug 1480244,0,Low
1248,1483625,"Debugger: Support frame.arguments on resumed generator frames, where possible",0,Low
1249,1490385,Browser compatibility table can cut off feature names in some cases,3,Immediate
1250,1490796,Improvements to lando support for sec bug landings,1,Medium
1251,1494123,Remove the hack added in bug 1491403,3,Immediate
1252,1494360,Firefox crashes in Debugger,3,Immediate
1253,1494728,Debugger.isCompilableUnit doesn't seem to work well with top-level await expressions,3,Immediate
1254,1494796,Convert ThreadClient to protocol.js front,2,High
1255,1495581,Substring Searches on LongDesc (Comment 0) are not returning results,1,Medium
1256,1495657,Remove DebuggerClient.addListener calls related to workerListChanged once all related client are converted to fronts,3,Immediate
1257,1495673,xpcshell debugging is broken on a debugger actor's exception - source property is not undefined nor a Debugger.Source object,3,Immediate
1258,1496510,Turn on the behavior from bug 1329324 (disallowing defining non-configurable properties on a WindowProxy) on beta/release,2,High
1259,1497025,Restore asset concatenation until HTTP/2 can be enabled again,2,High
1260,1499586,Inspector Context-menu is not the right one when clicking on a node after inspect through about:debugging,3,Immediate
1261,1500000,Move DebuggerClient.release to WebConsoleClient,2,High
1262,1501742,Section anchor links not clickable on Safari,1,Medium
1263,1505126,[remote-debugging-ng] General layout & global styles,2,High
1264,1506801,"Assertion failure: generatorVal.toObject().is<GeneratorObject>(), at js/src/vm/AsyncIteration.cpp:296",2,High
1265,1510850,"Group configured as ""insider group"" can edit everyone's comments, not just private comments.",1,Medium
1266,1513010,`await foo` in console may do nothing while paused in debugger,3,Immediate
1267,1513526,Job details panel only displays one bug number even if the job was classified with several,2,High
1268,1514965,Consider enabling clang -ftrivial-auto-var-init=pattern 0xAA in debug builds (or even Nightly and Dev Edition),3,Immediate
1269,1515302,Opened windows can run events while the debugger is paused,3,Immediate
1270,1518308,Module scope objects not displayed properly when paused in debugger,3,Immediate
1271,1518681,Remove xml squashing fix for bug 1517743,3,Immediate
1272,1519192,Consider creating an update to workaround bug that causes slow updates on older Firefox versions,3,Immediate
1273,1519855,The server should support the BFCache,1,Medium
1274,1520562,Add more metadata to sentry reports,1,Medium
1275,1521539,improve setBreakpointAtGeneratedLocation performance,0,Low
1276,1522670,Remove unused frame form fields,3,Immediate
1277,1522858,"""Find"" command in source pane skips every other match",3,Immediate
1278,1523885,Stepping over an async function returning a promise doesn't work correctly,3,Immediate
1279,1523891,Stepping out from an async function that is preceded by await statement doesn't work correctly,3,Immediate
1280,1523893,Stepping out from an async function that is not on the stack anymore doesn't work correctly,3,Immediate
1281,1523895,Stepping out from an async function containing another debugger keyword doesn't work correctly,3,Immediate
1282,1523896,Stepping out from an async function preceded by await and containing another debugger keyword doesn't work properly,3,Immediate
1283,1523937,The console is very slow on debug builds,3,Immediate
1284,1523947,ThreadActor.sources will force emitting newSource events for the returned sources,2,High
1285,1525406,Having the toolbox open alongside browser mochitests spams the terminal window,3,Immediate
1286,1526079,[meta] Event Breakpoints,0,Low
1287,1526143,ANGLE bug on https://tsherif.github.io/webgl2bugs/unknown/render-to-texture3D.html,3,Immediate
1288,1526554,[meta] Debugger Logpoints M1,0,Low
1289,1527783,[meta] Debugger Logpoints,0,Low
1290,1528730,Rename chromeDebugger to threadActor in ContentProcessTarget.form,2,High
1291,1529916,use ObjectClient.release instead of DebuggerClient.release in reps,3,Immediate
1292,1530421,Eslint should be enabled for the debugger,3,Immediate
1293,1530535,"Crash [@ JSObject::getClass] or Assertion failure: MIR instruction returned value with unexpected type, at js/src/jit/MacroAssembler.cpp:2029",2,High
1294,1532244,Debugger state gets confused when debugging gmail on beta,3,Immediate
1295,1532308,Display messages issued from debugger log points with a dedicated icon,3,Immediate
1296,1533418,The sources tree should be keyboard navigable,1,Medium
1297,1533502,Debugger dumps log of every action while using it,3,Immediate
1298,1534280,Add a new field to be able to classify regressions,1,Medium
1299,1534492,"Assertion failure: base() != other.reg(), at js/src/jit/MoveResolver.h:109",2,High
1300,1534818,Test worker functionality,0,Low
1301,1534840,"Assertion failure: !canNotPlacePool_, at js/src/jit/shared/IonAssemblerBufferWithConstantPools.h:971",2,High
1302,1536235,Need API keys to update JavaScript Debugger docs from script,0,Low
1303,1536666,Implement assertions that dbg objects we are handling are owned by the thread actor's debugger,3,Immediate
1304,1536832,Duplicated Ctrl+Shift+B shortcut,2,High
1305,1536854,"Log errors from Logpoint as actual errors, not strings",2,High
1306,1537598,Test Column Breakpoints,0,Low
1307,1537615,Bad code preview for source mapped column breakpoints,3,Immediate
1308,1537740,Misleading background when debugging using column breakpoints,3,Immediate
1309,1537884,Reflect disabled breakpoint state in breakpoint list and gutter,0,Low
1310,1537888,Column breakpoint positions should not animate on load,3,Immediate
1311,1538054,"Unchecking ""pause on exception"" will still pause _once_ before fully ignoring exceptions",2,High
1312,1538301,js::GetThisValueForDebuggerMaybeOptimizedOut compares bytecode pointers for direction between two unrelated scripts,2,High
1313,1538691,ChromeUtils is not defined,2,High
1314,1538781,Logging a variable from paused worker,3,Immediate
1315,1538971,Breakpoints in prettified code can disappear,3,Immediate
1316,1539468,Preview can initially take awhile to populate,2,High
1317,1540249,"When paused, refresh shortcut doesn't work when the site is focussed",3,Immediate
1318,1370132,"Intermittent dom/base/test/test_bug435425.html | Wrong event! - got ""load"", expected ""progress"" | Wrong event! - got ""loadend"", expected ""load"" etc",2,High
1319,1257525,Allow hotreloading stylesheets for temporary installed addons from about debugging,3,Immediate
1320,1309288,Install addons permanently from about:debugging,3,Immediate
1321,1512152,Migrate all test_setBreakpoint xpcshell test to use threadClientTest helper,3,Immediate
1322,38487,boolean chart: split comparison type from what happened,2,High
1323,157952,"searching on ""words"" in comments takes so long it times out",1,Medium
1324,385963,Improve the scalability of the saved searches preferences page (shared queries UI doesn't scale),1,Medium
1325,449697,Use Bugzilla::Search::Saved everywhere instead of direct access to namedqueries,3,Immediate
1326,543837,"add recursive ""blocks"" search from boolean charts",1,Medium
1327,576946,QuickSearch should understand localized field values,1,Medium
1328,1282896,Enable Searching On Changes to Keywords,0,Low
1329,1343669,[meta] Update Agent tracking bug,0,Low
1330,1247694,[meta] Engagement measurements tracking bug,0,Low
1331,1500779,Document supported browsers,2,High
1332,1537956,Top border for H2 runs into other content on Glossary main page,1,Medium
1333,1292698,Web Hooks Integration,2,High
1334,254592,"Find as you type = off pref, should respect typeaheadfind and not allow autostart",1,Medium
1335,1530451,Add debugger eslint plugins to the global package.json,0,Low
1336,1426385,Crash [@ js::CompartmentChecker::fail] with evaluate,2,High
1337,1523174,storage.managed.get with non-existing manifest behaves differently on debug build,3,Immediate
1338,451368,Review all <selects> and consider adding <optgroups> (for usability and semantics).,2,High
1339,583087,Bugzilla should use headings for different sections for screen readers,3,Immediate
1340,649882,Unable to stay logged in when shutdownhtml is active,2,High
1341,735213,"anti-spam measure: delete spammer user, comments, bugs, attachments",1,Medium
1342,1258782,Passwordless login extension,1,Medium
1343,445928,need a way to get components by their owner or qa contact using WebService API,1,Medium
1344,460286,Implement Param.set() to set parameters from webservices,1,Medium
1345,396026,"The ""Mail To"" field in editwhines.cgi should support pronouns (%user%, %reporter%, %assignee%, %defaultassignee% and %qacontact%)",1,Medium
1346,432976,Email assignees when their bugs are still open and the deadline is over,1,Medium
1347,745073,"If a whine fails, the error should be emailed to the creator, not printed to STDERR",3,Immediate
1348,1440254,Following link to large file from Console doesn't react for a while,3,Immediate
1349,1529247,Remove unused ThreadClient Methods,3,Immediate
1350,61992,Reducing duplicate typing in versions,2,High
1351,65317,Versions should have sortkeys like milestones.,2,High
1352,92257,"Bugzilla should warn when a user is made component owner, but isn't in the group",1,Medium
1353,323870,Should limit users in assignee/cc/qa list to those permitted to have that role,1,Medium
1354,351313,"Ability to control the default email preferences through ""User Preferences""",1,Medium
1355,365767,"""Field Values"" should have its own permission",1,Medium
1356,376135,add a cooloff group to bugzilla,1,Medium
1357,384401,"When deleting a milestone, allow me to pick a new milestone for bugs that use that milestone",0,Low
1358,395705,"Linkify ""bug X"" and ""attachment X"" in *all* languages",1,Medium
1359,397521,RFE: editcomponents.cgi - Offer users ability to change defaults on multiple components simultaneously,0,Low
1360,402514,"insidergroup, timetrackinggroup, and querysharegroup descriptions don't include note about blank = disabled/unavailable",1,Medium
1361,646605,sanitycheck.pl should be able to accept repair actions and pass them to sanitycheck.cgi,2,High
1362,653768,Display product-specific privileges for users in editusers.cgi,1,Medium
1363,670305,Use Module::Pluggable to get authentication methods (instead of hardcoded lists),3,Immediate
1364,688922,Allow the Version field to control the visibility and values of custom fields,1,Medium
1365,98935,Need way to search for bug in a given status on a specific date,1,Medium
1366,1500625,Add testcase for bug1498953,1,Medium
1367,1168728,Remove full directories when deleting over-quota archived pings,3,Immediate
1368,53920,"Link ""mime types"" on attachment.cgi to a list of mime types",1,Medium
1369,97955,Give attachment summary when change made to attachment.,1,Medium
1370,98096,Creating an attachment should give more information.,1,Medium
1371,103605,Edit several attachments at once (Change-Multiple for Attachments),1,Medium
1372,304226,Trying to view an attachment to a bug requiring group membership should not give the same error as viewing the bug itself,0,Low
1373,353690,Allow flags to have customized states,1,Medium
1374,361507,[PatchReader] Show line changes character by character,0,Low
1375,364209,Diff two attachments that aren't patches,1,Medium
1376,382803,(deleted) text for deleted attachments should link to comment that deleted them,1,Medium
1377,385338,Bugzilla should display application/zip contents (possibly using jar:x!/ links in attachment editing),1,Medium
1378,414510,offer View All link from attachment editing,1,Medium
1379,427942,request queue should list flag descriptions,1,Medium
1380,663855,Auto-assign unowned bugs when attaching patches,1,Medium
1381,1270748,Add testcase for bug 1068151,1,Medium
1382,1381911,Bug 1359527 broke the radient gradient fade on http://zzreader.com/img/ss/x11b.svg,2,High
1383,1484307,MLGDeviceD3D11::DrawInstanced causes D3D11 Warning if debug layer is enabled,3,Immediate
1384,1484344,D3D11DXVA2Manager::CopyToImage causes D3D11 errors if debug-layer is enabled,2,High
1385,1292234,Support inspection of WebExtension storage APIs data from the Storage panel of the WebExtension Addon Debugger toolbox,0,Low
1386,1015854,"[MediaEncoder::GTest] Testcase for bug 999364, WebM cluster length.",2,High
1387,1430967,[MediaPanel] add button to save the debugLog.,0,Low
1388,1503422,Debugger doesn't see sources that are cleaned up by GC,3,Immediate
1389,1513727,Animation events break run-to-completion,2,High
1390,1528861,Parser worker consumes a lot of resources on pages with large generated scripts,3,Immediate
1391,1501777,Write a mochitest for bug 1493742,2,High
1392,1091934,Intermittent test_bug338583.html | Test 1.b failed. | Test 7 failed | Test 5.c failed,2,High
1393,1301527,Add debug-only assertion that jsholders don't have pointers to JS stuff around the time cyclecollectedJSRuntime is destroyed,1,Medium
1394,1367399,Figure out why bug 1366250 doesn't help with the AWFY version of Speedometer 2,3,Immediate
1395,1445089,Revert workaround for a VS2017 <15.6 constexpr pointer math bug,2,High
1396,1258682,"TableWidget rows should be selected on click event, not mousedown",2,High
1397,97760,Management reports in Bugzilla,1,Medium
1398,238835,Grand total in charting can show repeating zero values,1,Medium
1399,476694,Would like the ability to link directly to a chart,1,Medium
1400,580802,Wishlist: Tabular reports should be able to use a flag type as one of the axes,3,Immediate
1401,9403,Marking a bug as duplicate of another bug should mark bugs blocked by it as depending on the other bug,1,Medium
1402,16647,should be a status whiteboard field on new bug form,1,Medium
1403,37990,Suggest component for those commonly misassigned,1,Medium
1404,51099,Understand group aliases for user identity,1,Medium
1405,53514,Ability to cancel last posting,1,Medium
1406,79964,More than one version per bug,3,Immediate
1407,90619,Restriction of user rights,1,Medium
1408,92594,Moving an UNCONFIRMED bug's product needs to check whether product uses UNCONFIRMED.,1,Medium
1409,98077,The text displayed for midair collisions should be reworded and a bit more accurate,2,High
1410,101894,Want to mark bug duplicate of multiple bugs.,1,Medium
1411,115040,A summary of the changes you have just made might be nice,1,Medium
1412,178168,Enhance product/group controls so reporter's ability to edit a bug can be controlled,1,Medium
1413,355996,Ability to link to bugs by alias in bug descriptions/comments,1,Medium
1414,372978,Only certain groups should be able to see certain field values,1,Medium
1415,387240,Reporters without EDITBUGS should not be able to re-open VERIFIED bugs,1,Medium
1416,391059,Implement the ability to choose which bug status transitions are allowed based on user roles and permissions,1,Medium
1417,399483,"Support creating a new ticket with status ""closed""",1,Medium
1418,467713,Allow way of restricting which users show up in the Assign To and QA Contact lists,1,Medium
1419,502913,A bug marked as duplicate of a duplicate should also display the bug at the end of the duplicate chain,1,Medium
1420,576340,Automatically CC yourself on new bugs based on search criteria,1,Medium
1421,594928,Bookmarkable templates should not include parameters that are the default,1,Medium
1422,642825,Provide a help popup when entering bug dependencies showing the summary of the entered bug number,1,Medium
1423,688188,Bookmarkable template should encode spaces as + instead of %20,2,High
1424,692676,highlight required single-select fields on enter_bug,1,Medium
1425,1455192,"Intermittent bugs/403181-1.xml == bugs/403181-1-ref.xml | image comparison, max difference: 255, number of differing pixels: 900",2,High
1426,176170,::-moz-selection bugs tracking bug (::selection),0,Low
1427,106589,one of the resolutions is an empty string,2,High
1428,109473,Constrain referential integrity as applicable (foreign keys),2,High
1429,290533,"Clarify documentation on the use, structure, and rules of the Bugzilla::DB package",3,Immediate
1430,686169,Compress InnoDB tables,2,High
1431,1155492,[META] meta-bug for refactor android fence,0,Low
1432,120687,show bug list as dependency graph,1,Medium
1433,371030,View the standard bug list as a dependency tree,1,Medium
1434,397739,Enhance dependencies to produce iCalendars showing defined-on-the-fly workflows,2,High
1435,354677,LDAPfilter info/example addition in docs,2,High
1436,1400108,Crash in mozalloc_abort | NS_DebugBreak | mozilla::ipc::FatalError | mozilla::dom::ContentChild::FatalErrorIfNotUsingGPUProcess | mozilla::layers::PCompositorBridgeChild::SendPLayerTransactionConstructor [clone .cold.536],2,High
1437,1314057,[meta] [debugger.html] remove the old debugger,0,Low
1438,1500987,Elevate the new debugger one directory,3,Immediate
1439,873208,Cannot flag needinfo from myself when commenting on a bug that has needinfo? directed at me,3,Immediate
1440,898273,don't show the needinfo ui if the user isn't able to make flags or comments,3,Immediate
1441,1086311,Add duplicate bugs to bug interest,1,Medium
1442,1097081,Add comment and obsolete attachment when MozReview request request deleted,1,Medium
1443,1124148,Show list of possible duplicates in MDN bug entry forms,1,Medium
1444,1141501,Turn test warnings into test failures,2,High
1445,1158209,custom fields hidden by the BMO extension should be cleared when a bug is moved to a product/component where they are not valid,1,Medium
1446,1216300,Warnings and Errors from RPC methods should log to Sentry,2,High
1447,1303342,Rewrite bug modal info gathering block into perl,2,High
1448,1343295,"Change ""Show Obsolete"" button into some sort of expando thing at the bottom of the table",1,Medium
1449,1343533,Figure out why tests fail when user_info_class = CGI,0,Low
1450,1458390,Fix up component watchers from bug 1457369,3,Immediate
1451,1345999,Figure out what the URL field should do for javascript: links,1,Medium
1452,1425590,"Need new MCWS component, and retire old Community IT ones",1,Medium
1453,1428621,set the QA owner for bugzilla on  Infrastructure & Operations :: relops to someone other than :arr,3,Immediate
1454,54832,bugmail: leave status and resolution next to each other,1,Medium
1455,72132,Sending Bugzilla mails in MIME-digest format (per-day or per-week),1,Medium
1456,83245,Preference to disable e-mail notification of duplicates (dupes),1,Medium
1457,86201,Ability to specify what fields appear in a notification or its headers,1,Medium
1458,93952,Merged changes should be sent separately.,1,Medium
1459,117928,ability to not get mail when certain users comment,1,Medium
1460,123971,"Provide easy way to disable all email (""vacation mode"")",1,Medium
1461,148874,document in the code why overlapping email preferences happen to work,3,Immediate
1462,437019,Notify administrator when new user signs up,1,Medium
1463,546558,"when first cc'd to a bug, send the entire bug's history in the first email",1,Medium
1464,569515,"When sending mail triggered by watching a user, include the responsible user names in the mail body",1,Medium
1465,629272,Email notification preferences not respected when an email address that I'm watching gets CCed on a bug,1,Medium
1466,35281,Ability to email an entire bugzilla report,1,Medium
1467,61246,Automatically add old owner to CC when owner changes,1,Medium
1468,93367,Different QA's for each component depending on the platform,1,Medium
1469,110773,Ability to include attachments on email.,1,Medium
1470,243944,"Support User Bios [biography,profile,information]",0,Low
1471,449161,op_sys and platform should be custom fields with an extension for auto-selecting,1,Medium
1472,252715,Make Bugzilla compliant with W3C Web Accessibility Initiative - WAI,3,Immediate
1473,43940,Component trees,1,Medium
1474,50890,Allow for multiple initialowner or initialqacontact instances per component,1,Medium
1475,62370,"Date based milestones. Option by product, or as a new field.",1,Medium
1476,68611,"store the ""end of the dup chain"" in the duplicates table",2,High
1477,69262,Share versions and milestones across products,1,Medium
1478,77102,mysqld-watcher.pl needs better documentation,3,Immediate
1479,97183,System message architecture.,2,High
1480,106592,Field values for default fields should be able to be product-specific or product-inspecific,1,Medium
1481,124096,"Ability for anyone to FUND (Sponsor, bounty) specific bugs (e.g., PayPal)",1,Medium
1482,165921,Change cookie expiration to something more reasonable,1,Medium
1483,183115,Configurable login cookie expirations,1,Medium
1484,254400,Provide an interface for SCM integration,1,Medium
1485,264113,Make GetBugActivity  accessible from templates,3,Immediate
1486,280122,"Classification, Product, and Component should all be generic level of ""classification""",1,Medium
1487,288296,Use Bugzilla::Bug (or BugList) everywhere instead of subroutines or direct SQL,3,Immediate
1488,291548,Create a CGI for making manual schema changes,1,Medium
1489,396974,"Custom fields: Ability to say ""during this status, this field must have a value""",1,Medium
1490,419971,64 characters is too long for a custom field name (Index name length limits),1,Medium
1491,546324,bug/field.html.tmpl should be able to render most fields.,1,Medium
1492,622849,needless screens in browse-to for products with only one component,1,Medium
1493,1270889,Extensions that fail to compile cause infinite loop,2,High
1494,1275590,view_job_queue.cgi fails with Oracle due to invalid SQL query,3,Immediate
1495,1290995,Add early hook for PSGI manipulations,1,Medium
1496,1135719,[e10s] tracking bug for page render times when switching tabs,0,Low
1497,663490,Have a native rendering for meter elements on Windows,3,Immediate
1498,559932,Intermittent content/html/document/test/test_bug445004.html | uncaught JS exception - TypeError: uri.match(...) is null at content/html/document/test/test_bug445004.html:50,2,High
1499,1538404,Improve hover state for the Go To Debugger button in the Events overlay,3,Immediate
1500,324974,Import bugs as CSV (by converting to XML),1,Medium
1501,527332,place imported bug into a default component of the original product,1,Medium
1502,493049,Remove original quoted email text from incoming email,3,Immediate
1503,77896,Prompt for DB connection info when creating localconfig.,1,Medium
1504,277572,Functions for message output in checksetup,2,High
1505,377432,checksetup.pl tries to duplicate foreign keys when the bz_schema table has been truncated,1,Medium
1506,1428674,"When upgrading from an old database, extensions which add columns to the profiles (Bugzilla::User) table cause errors",1,Medium
1507,1433737,checksetup should complain when $db_driver is mysql and $db_host is localhost,2,High
1508,1447712,"change computed value of 'letter-spacing: normal' to be 0 internally, with getComputedStyle quirk",3,Immediate
1509,836919,[Tracking bug] Help contributors participate in the work of mozilla.org,0,Low
1510,1445665,MOZ_GL_DEBUG_ABORT_ON_ERROR near [@ mozilla::WebGLProgram::GetFragDataLocation],2,High
1511,1365543,[Fennec][HLS] Revert changes in Bug 1341990 Part 2 once Fennec builds against Android SDK 24.,0,Low
1512,1200846,Test for Bug 1189060,2,High
1513,1271654,Implement a C++ interface for Debugger.Script instances.,1,Medium
1514,1405509,[jsdbg2] Debugger.Object should handle massive objects better,0,Low
1515,1470558,Debugger: distinguish `await` completion values from `return`,3,Immediate
1516,1478076,[jsdbg2] Debugger needs way to mark a promise as 'caught',0,Low
1517,1505387,"Assertion failure: target.hasCachedSavedFrame(), at js/src/vm/SavedStacks.cpp:1690 with Debugger",3,Immediate
1518,1338747,Test the sandbox syscall reporter from bug 1286865,2,High
1519,970240,Intermittent devtools/markupview/test/browser_inspector_markup_edit_outerhtml.js | This test exceeded the timeout threshold. It should be rewritten or split up.,2,High
1520,1247762,Dump debug logs from GLContexts on destruction,3,Immediate
1521,1445923,WebAudio: Remove b2g dead code,3,Immediate
1522,304070,Mailing list archives aren't publically accessible,1,Medium
1523,1358759,"Intermittent layout/base/tests/test_bug114649.html | got last event - got 410, expected 400",2,High
1524,1434897,Localized versions not inherit redirects from english version,2,High
1525,1166553,Investigate crashes caused by bug 1103824 in OpenSL cubeb backend,2,High
1526,12926,"When bug x mentioned in bug y, write this in bug x.",2,High
1527,1393678,Remove PGO workaround of bug 795594,3,Immediate
1528,1413497,stylo: tests/editor/reftests/824080-2.html test bug fails on Android/styloVsGecko,3,Immediate
1529,1399698,Add a reftest for bug 1394249.,1,Medium
1530,393450,Custom Fields should allow dropdown user-select option for a defined group,1,Medium
1531,855762,"Intermittent test_bug475156.html | Coming from the cache - got false, expected true (x6), test_bug482935.html | Received fresh value for second request - got 1, expected 0",2,High
1532,1307504,[meta] Tracking bug for network/cache racing,0,Low
1533,1418084,Add tests for default search engines (bug 1397975),0,Low
1534,1506647,Create test for bug 1504686 (DDG duplicate search count),0,Low
1535,1193289,Add getUserMedia constraints tests for bug 1191298,0,Low
1536,12699,GNKSA tracking bug,0,Low
1537,28586,meta bug - show error pages instead of dialogs for network errors (placeholder page in the content area) (http error pages),0,Low
1538,36011,Biff tracking bug,0,Low
1539,44393,develop an extension that provides comment-only inbound email support,1,Medium
1540,44423,"Tracker Bug, implement irc [76] commands",0,Low
1541,47864,Include server response in NNTP logging,1,Medium
1542,48204,Assertion while adding attachment to bugzilla bug [form sub],0,Low
1543,48332,Can't completely hide toolbars after collapse (via grippy),1,Medium
1544,49551,"when extraneous </script> is encountered, explain bug 32618",2,High
1545,50785,Toolbar collapse tab width doesn't persist in new windows.,3,Immediate
1546,57022,toolbar collapse tab shows up in js open() pop-up,3,Immediate
1547,60787,Mozilla should display cached pages before downloading them,1,Medium
1548,60936,treat Content-Type text/directory; profile=vCard as vCard content  RFC2425,2,High
1549,61174,[CBX]display bug when updating a <select> using javascript,0,Low
1550,76449,Must-fix GNKSA bugs,1,Medium
1551,87314,Strange multiple whitespace behaviour after bug 19265 fixed,1,Medium
1552,122795,[INLINE-H] line-breaking bug caused by +ve padding-right on inline elements [LINE] {ll},2,High
1553,123929,[meta] Prevent and repair profile corruption (tracking bug),0,Low
1554,129179,[meta] Meta bug: hook up XUL accesskeys throughout the UI,0,Low
1555,130939,printing - extra page breaks with floated images(causing first page to be blank),3,Immediate
1556,130949,[meta] lock icon issue tracking bug,0,Low
1557,143472,"Host sort order in ""Password Manager"" should be done by Top Level Domain on down",1,Medium
1558,157555,[meta] OCSP tracking bug,0,Low
1559,157795,FIPS tracking bug,0,Low
1560,157963,Should ignore malformed max-age directives [was: Page info in NS 4 and mozilla show different expiration dates],0,Low
1561,159274,SSL Client Authentication tracking bug,0,Low
1562,188836,XUL printing tracking bug,0,Low
1563,219654,tracking bug for Cert DB record format changes,0,Low
1564,228205,Redesign nsIConsoleService and related APIs,2,High
1565,242418,Password Manager password-displaying font has ambiguous characters,1,Medium
1566,245727,PSM could use nsIStreamLoaderObserver,3,Immediate
1567,248038,NSS documentation on bugzilla incorrectly documents NSS_Init as not idempotent when it is.,1,Medium
1568,274205,drag and drop does not open window minimized on taskbar,3,Immediate
1569,279158,nsIDNSRecord::canonicalName should document what it does for IDN,1,Medium
1570,285663,"Tracking bug for JavaScript time, date, timezone issues.",0,Low
1571,300419,"Documentation for ""http-on-examine-merged-response"" should mention whether it's always broadcast",1,Medium
1572,307870,Document when nsIChannel::contentType is available,2,High
1573,377803,Allow plugins to be refreshed from out of process,1,Medium
1574,391190,"message ""forward as attachment"" from pop or local folder loses attachment if original email is moved/deleted before message is sent",1,Medium
1575,418271,Since landing of bug 193001 it's impossible to set margins for printing,1,Medium
1576,424485,Write tests for bug 418356,0,Low
1577,431176,Tracking bug for remaining issues with CSS3 border-radius,0,Low
1578,467167,Mozilla crashes on startup [@ _PR_MD_SEND ] [@ VirtualAllocEx ] [@ send ] because of various buggy LSPs,2,High
1579,476189,###!!! ASSERTION: attempted to open a new window with no WindowCreator: 'mWindowCreator' in xpcshell test 'test_cookies/unit/test_bug468700.js',3,Immediate
1580,498357,security/ssl/mixedcontent/test_bug455367.html  crashes fennec,3,Immediate
1581,547401,[bugsy] be able to override the component of bugs filed in bugsy,0,Low
1582,559729,Meta-bug:  improve HTTP cache,2,High
1583,570421,Meta bug for master password issues,0,Low
1584,575538,Target the speculation failure warning to Firebug instead of targeting it to the JS console,3,Immediate
1585,605779,tracking bug of crashes with Intel cards [meta],0,Low
1586,624408,"When cloning a bug custom fields are copied even if the reporter doesn't have permission to set them, doesn't allow for editing.",1,Medium
1587,632977,"Investigate a ""full"" fix for bug 355178",3,Immediate
1588,636957,"Crash in gfxFontGroup::BuildFontList close to startup with abort message: ""unable to find a usable font (serif)""",2,High
1589,651866,Intermittent failure in image/test/reftest/gif/test_bug641198.html | image comparison (==),2,High
1590,658544,Cleanup profiles from old and useless places.sqlite.corrupt files,2,High
1591,659273,http-equiv refreshs should not refresh all linked in content,2,High
1592,669190,Add way to make XBL bindings use ES5 strict mode.,0,Low
1593,682609,Tracking bug for NS_ASSERTIONs that should be actual assertions,0,Low
